state,date,numDate,Time,Iter,CumInfected.2.5.,CumInfected.50.,CumInfected.97.5.,CumInfected.Random,D_pos.2.5.,D_pos.50.,D_pos.97.5.,D_pos.Random,N_dtCumInfected.2.5.,N_dtCumInfected.50.,N_dtCumInfected.97.5.,N_dtCumInfected.Random,N_I_tot.2.5.,N_I_tot.50.,N_I_tot.97.5.,N_I_tot.Random,N_pos.2.5.,N_pos.50.,N_pos.97.5.,N_pos.Random,Refft.2.5.,Refft.50.,Refft.97.5.,Refft.Random,Rt.2.5.,Rt.50.,Rt.97.5.,Rt.Random
ID,2020-06-28,180,120,115,1178.294,2911.38,10373.8525,2139.97,0.0415527331126736,0.056746117236922,0.0874563180410338,0.0760089868023827,24.7628919485301,55.9995019767048,114.459826587169,40.7123971428012,127.412824939216,270.527652883359,597.983145548707,224.482601360331,6.56528162098189,8.66831928329412,11.108605450837,7.68108602652953,1.5030495,1.807005,2.24524525,1.82613,1.604385,1.960145,2.49797625,1.96655
ID,2020-06-29,181,121,144,1209.10875,2979.155,10443.3225,5575.86,0.0439485469191104,0.0602997092998856,0.0931049374253315,0.0551802536561345,26.5133095326695,60.2146536359897,124.175113943813,88.2681939381052,136.057418168897,289.831931127295,637.967561336605,366.847316689656,6.90795242478589,9.32089767300014,12.0264595859692,9.44543147563183,1.49783525,1.79929,2.23757025,2.01398,1.60435925,1.96222,2.512075,2.22634
ID,2020-06-30,182,122,101,1246.94425,3055.61,10533.2,1683.03,0.0464551946907359,0.0641333695192956,0.0992748864758697,0.0511351293881308,28.3757879539916,64.5740361990191,134.957458178634,53.0364032645707,144.956828654806,311.368081183393,683.05279886294,219.714447991539,7.29959458665466,9.97932363959901,13.0016759323248,10.0533556417925,1.4941875,1.79246,2.2391095,1.84113,1.60433875,1.962235,2.52092425,1.94391
ID,2020-07-01,183,123,213,1287.5215,3155.19,10641.315,4194.37,0.0491354945119512,0.0685098191727777,0.106022976220787,0.0731959945497226,30.3266291377202,68.6614644682762,146.61825395271,65.1559960046221,155.11595828915,333.711140893029,730.909480069276,292.822029416949,7.69027987230459,10.6773956179546,14.0401566255284,12.328594651006,1.49048925,1.786295,2.2301095,1.54561,1.604313,1.96223,2.52433125,1.73263
ID,2020-07-02,184,124,313,1329.69125,3236.15,10757.195,1999.18,0.0520062812488634,0.0730840792024912,0.113593531852507,0.0751679429679391,32.3776723286506,73.3246971990387,158.063025127793,60.9194405351792,165.599306684424,359.091023549787,786.534765103675,242.727600842723,8.17713681371411,11.4403505188675,15.1262684905138,10.878843242971,1.486594,1.78055,2.23217225,1.44927,1.60429725,1.96451,2.5298355,1.49749
ID,2020-07-03,185,125,389,1374.82625,3323.01,10881.965,4458.77,0.0548035941613763,0.0782190351218338,0.121788169428644,0.0654301886053389,34.3914686930806,78.51225333158,169.097262830395,113.448027911688,176.293727424576,383.392042259235,845.708885798781,540.433056436112,8.66508772764281,12.2169031344691,16.3154110231021,14.1215344713259,1.48242775,1.77107,2.23674375,1.90267,1.60427675,1.966275,2.52981175,2.13129
ID,2020-07-04,186,126,84,1426.468,3390.72,11016.66,4170.16,0.0582952634627168,0.0834119072333687,0.130440191039498,0.0624879341266266,36.2686807698657,83.9071326448674,180.748615747049,84.0551406915809,187.619616522063,409.579673934636,907.002962958817,394.091429242921,9.13463276377748,13.026023116115,17.579366167431,13.7993861443204,1.47798125,1.763105,2.220198,1.85798,1.60426625,1.96625,2.52978325,2.05368
ID,2020-07-05,187,127,84,1473.94725,3470.78,11160.09,4257.22,0.0621130876604936,0.0893963006381973,0.140122645231147,0.0665935486398089,37.9239535215563,89.4740818045231,193.030905423138,90.1080822465887,199.616032433068,438.593447915996,967.216637335518,423.602946731093,9.60623564335936,13.8960810043283,18.909555612135,14.8338756564535,1.47150625,1.749255,2.1980465,1.84819,1.60424575,1.966225,2.529759,2.05367
ID,2020-07-06,188,128,159,1524.498,3582.57,11305.625,3371.56,0.0659905067806711,0.0953843312918109,0.149912845923344,0.110635595235764,39.8385481222004,95.623830134886,206.343333902236,75.0716957693201,210.614023552585,469.508943435186,1030.95872282206,324.314448551116,10.1042589385389,14.8718709168385,20.2381530610246,16.6535632447617,1.463302,1.74067,2.173464,1.77128,1.60423525,1.966205,2.52973525,1.90863
ID,2020-07-07,189,129,76,1569.93625,3683.895,11423.735,2893.98,0.0701849960689734,0.102259011283865,0.159701801557302,0.115301905638575,41.9313665143685,101.240861412428,220.950329171015,90.7991595157423,221.841259271487,501.832334022545,1109.3845215479,505.176364597818,10.6656431075534,15.8678895283607,21.7521410804867,16.868272838425,1.4547525,1.72955,2.154612,1.91307,1.60422,1.96618,2.5336165,2.09918
ID,2020-07-08,190,130,16,1600.13875,3807.69,11556.54,1650.84,0.0747177075260273,0.109286735513258,0.171188135294463,0.144876095721197,44.3293472817161,107.484338846097,236.39922162876,72.1758861597088,234.107684947106,536.263090598272,1188.46572452597,515.799369357018,11.2518431058747,16.9047012839488,23.3748492640167,14.1077688836164,1.45037875,1.718615,2.13641375,2.18202,1.6042095,1.96616,2.5336165,2.30227
ID,2020-07-09,191,131,449,1653.08475,3935.955,11705.2675,1949.22,0.0794529437933147,0.116630061021843,0.183664905865204,0.136291629011815,47.0052026647044,113.944932053395,250.581484165377,82.9578107119775,247.645972586336,568.048727942184,1264.97203515261,606.071967164037,11.7863270222404,18.0641163024288,25.2378550864126,18.0968795203308,1.44589425,1.707935,2.11918775,1.94715,1.604199,1.966145,2.5336165,2.0508
ID,2020-07-10,192,132,125,1717.783,4076.48,11820.345,1602.46,0.0844450397719165,0.124494072683422,0.196911668014314,0.131272225688489,49.8034724534362,120.831363156908,269.542867774815,56.9984863449287,261.235251655648,603.858841172537,1361.10647905924,359.476571920999,12.3404380926267,19.1992456905597,27.0850878395582,15.028608360636,1.43629225,1.69834,2.099905,1.79346,1.60419375,1.96613,2.53361175,1.844
ID,2020-07-11,193,133,261,1779.1635,4222.515,12043.355,3378.74,0.0896635544873858,0.133799274228973,0.211691852282933,0.126828067249932,52.7337463942274,127.582936267008,285.677759342833,86.9240906178567,275.178001359772,641.84850579022,1444.24391390352,438.28568071111,12.9038549241354,20.4695967969828,28.9969055406491,19.7790231468917,1.425022,1.685435,2.07398325,1.56631,1.6041785,1.966115,2.53361175,1.80444
ID,2020-07-12,194,134,441,1842.55325,4372.47,12203.5525,2024.02,0.095293525976951,0.143337819273502,0.22730235050208,0.0898529152549012,55.7981005167691,134.9077957433,302.002697159868,41.3062199752107,289.733711420681,683.808367350936,1537.44030015696,269.992977311961,13.4330914096577,21.7066530876045,31.2216623346101,12.9957220358521,1.4176885,1.670495,2.04897775,1.63462,1.60417325,1.9661,2.53361175,1.73781
ID,2020-07-13,195,135,129,1911.40425,4497.97,12381.0875,4821.13,0.101412917269377,0.153443775128493,0.244641059502592,0.195001860592648,58.8146625892175,142.4192740611,318.472089711342,213.984382213294,304.27488647587,729.69086183211,1643.8268893409,1113.77593987908,13.970988744114,23.0268345023824,33.4037038384166,23.7897334456217,1.41054025,1.655155,2.03506875,1.50903,1.604168,1.966085,2.53361175,1.75831
ID,2020-07-14,196,136,180,1998.065,4636.29,12741.56,6047.06,0.107452442972136,0.163821405488888,0.262292963602331,0.116569906522706,61.5586730197279,151.046268602429,335.054768573051,160.072521145006,318.261409070179,772.95173930439,1742.08856421003,1028.1159331082,14.5170083348955,24.4795236882822,35.6819197958664,21.1833369239507,1.39810625,1.639835,2.0250395,1.71617,1.60416275,1.966075,2.53666125,2.41005
ID,2020-07-15,197,137,463,2071.66475,4790.85,13064.1525,4034.85,0.113993922996645,0.175137725824187,0.281597941317188,0.161652765847913,64.3548779703033,159.222803871152,353.907356475562,123.557900803832,334.968859554633,816.649086630872,1836.0174364111,487.788636675219,15.17384230568,25.7955082775389,38.2155839323136,28.0186227137793,1.3812505,1.623105,2.01250325,1.43607,1.6041475,1.966065,2.54682575,1.68221
ID,2020-07-16,198,138,266,2148.94875,4979.54,13384.465,12545.3,0.120362004180038,0.186687389658462,0.301799123143254,0.178572687619085,67.2068727214735,166.601102925747,376.14846130387,209.598979332033,352.390959478251,866.023339945665,1962.1103597239,857.293942861619,15.9227182559112,27.1402830898708,41.1726350188717,36.2077484590656,1.36518125,1.60453,2.0003735,1.57387,1.60414225,1.966055,2.5571015,2.03538
ID,2020-07-17,199,139,315,2225.51225,5169.835,13669.07,3519.72,0.127295369782297,0.199836323804674,0.324019705494764,0.230186367031977,70.1261006174929,174.556605383688,401.217932755664,141.465475514321,370.306116453515,917.960454712056,2093.09454328746,623.206206825157,16.6998248524816,28.6006104982191,44.0231287054472,43.5074829399043,1.3538725,1.58584,1.9877345,1.56429,1.60414225,1.96605,2.5570825,1.87813
ID,2020-07-18,200,140,355,2285.2035,5354.845,13981.535,3408.22,0.134402218162182,0.213332195527303,0.347596142277981,0.337802486199439,72.9803196861894,183.683861527141,411.114662869006,161.060733661059,388.763685148554,968.064955667533,2220.91711829172,701.166437706519,17.4763033241656,30.0004196825521,47.2209194964928,40.2965197124895,1.342706,1.569835,1.974582,1.41611,1.604137,1.96604,2.557063,1.65953
ID,2020-07-19,201,141,162,2347.88975,5567.38,14356.8625,6132.98,0.141418275216626,0.227802849924317,0.373511861627865,0.228094669192223,75.6042449491205,191.629291603831,430.567690598831,192.085346643799,407.927061970326,1026.21617008895,2327.87531511165,985.453802743605,18.2033669732215,31.6825353302762,51.1897021093245,27.1619666883969,1.33036025,1.5534,1.94414525,1.508,1.60413175,1.966035,2.55704875,1.77507
ID,2020-07-20,202,142,473,2439.3875,5780.94,14745.5925,3342.5,0.148705964808219,0.243086289530599,0.398788194609597,0.281073715841338,78.2683478217077,200.071625822228,444.350597208272,115.062966372236,426.787078254009,1076.47175676318,2440.33750870841,527.702685688545,18.9477229423664,33.061108577472,55.435622095447,30.3423770260175,1.31373825,1.535805,1.9212715,1.4271,1.6041265,1.96603,2.557034,1.62262
ID,2020-07-21,203,143,227,2546.798,6025.05,15129.555,9737.9,0.156257354936726,0.259207695299276,0.426536961442365,0.303230156709465,80.968683287961,207.407117256507,457.981844532795,357.819105628503,445.703387957349,1130.9101795402,2560.85886635349,2107.85282012686,19.7030564081329,34.5985176812259,58.6748803205256,41.6592009803784,1.298642,1.517955,1.90181175,1.53731,1.6041265,1.96602,2.55701975,2.41759
ID,2020-07-22,204,144,276,2680.58625,6302.805,15478.7675,11795.4,0.162862626709157,0.275628754410164,0.458242145641037,0.252429542294209,83.7007747339912,216.569626734338,471.480290308411,307.763287849071,465.171901973347,1183.40127527538,2693.70937822631,1864.44253566602,20.4739447082227,36.3223497746305,62.0522057115997,33.5365529513476,1.27318925,1.50115,1.87375775,1.36092,1.60412125,1.966015,2.55701025,2.00377
IL,2020-03-01,61,1,283,0.51068525,1.332365,4.0341405,3.69763,7.89152561419547e-18,7.89152561419547e-18,7.89152561419547e-18,7.89152561419547e-18,0.957066470556994,2.51126890128893,7.55133240123894,6.78084862467675,4.76481951567971,14.2934073958273,55.7138926599421,35.5472982138873,2.88250994075753e-05,0.000150558866006709,0.000399464942726069,0.000201675039443818,3.12770975,3.90975,4.4033145,2.87125,3.12815375,3.909915,4.40363675,2.87184
IL,2020-03-02,62,2,335,1.830436,4.822615,14.443545,8.0027,7.89152561419547e-18,7.89152561419547e-18,7.89152561419547e-18,7.89152561419547e-18,1.6697365358933,4.41449969976691,13.1461531850868,7.32825219043104,5.23703893860243,15.1826639596629,56.1850976272471,26.3250246353701,0.000121412443404938,0.00066052582339981,0.0107022581837291,0.00105166416097576,3.124472,3.904215,4.398617,3.92401,3.125349,3.90468,4.39927625,3.92563
IL,2020-03-03,63,3,405,3.83200975,10.1221,30.115105,6.69009,7.89152561419547e-18,7.89152561419547e-18,7.89152561419547e-18,7.89152561419547e-18,2.33027321014083,6.0843110078654,18.3566197786411,4.06486171166717,6.31303523779258,17.5266443552193,60.3942696949396,10.9474399930365,0.000360714987214545,0.00180900598264448,0.0199460795729359,0.00150470086343549,3.12097625,3.89891,4.39322925,3.99613,3.12231725,3.89965,4.3945795,3.99708
IL,2020-03-04,64,4,100,6.514165,17.1099,51.0833025,15.136,7.89152561419547e-18,7.89152561419547e-18,7.89152561419547e-18,7.89152561419547e-18,3.0361480800589,7.93627056442795,24.0558559026362,6.8564810061632,7.8346843362134,21.2778810559272,69.0388599239209,17.8670453125877,0.000817852264485113,0.00451456424455491,0.0296690862347251,0.00205966451072817,3.1171225,3.891995,4.38531075,3.35813,3.118999,3.892875,4.38744575,3.35954
IL,2020-03-05,65,5,491,9.95072025,25.90605,78.3711449999999,15.6975,7.89152561419547e-18,7.89152561419547e-18,7.89152561419547e-18,7.89152561419547e-18,3.86173719625617,10.0163583434457,30.7204603821344,5.90311368823786,9.60422933688852,25.935814592078,78.7785828098423,15.788654211577,0.00199219966096428,0.0109292500264958,0.0393824474793323,0.0251273277929036,3.10923,3.88079,4.37280425,3.52531,3.11412225,3.882875,4.37529325,3.52656
IL,2020-03-06,66,6,110,14.2973725,37.36935,112.99975,62.8986,7.89152561419547e-18,7.89152561419547e-18,7.89152561419547e-18,7.89152561419547e-18,4.83813159134745,12.501478674612,37.4726114739152,20.60792998891,11.9093419959136,31.9867207720185,93.9315667416704,57.3148089765473,0.00412700688401454,0.0191976354463972,0.051210131913953,0.00888877770606135,3.1026315,3.86788,4.36502575,4.08394,3.107579,3.870565,4.3674305,4.09156
IL,2020-03-07,67,7,392,19.759265,51.33385,156.614625,50.4073,7.89152561419547e-18,7.89152561419547e-18,5.60111486739313e-06,7.89152561419547e-18,6.00404708999599,15.6579705474059,45.3491668640205,15.6994799721366,14.8273953680375,39.6905859071084,116.515712303701,39.3877880692917,0.00910322991462711,0.0288546926286285,0.0660838209441247,0.0223194440641168,3.09630225,3.851885,4.3533095,4.05568,3.10194225,3.858195,4.3570755,4.06008
IL,2020-03-08,68,8,132,26.50592,68.83655,208.125999999999,64.2419,7.89152561419547e-18,7.89152561419547e-18,0.00122032756775841,7.89152561419547e-18,7.40728759505047,19.1210876479395,54.6186021724896,21.0254706091571,18.7043736650005,49.2780398334225,144.515732979498,45.7218421882695,0.0185919529639821,0.0403715061947292,0.080467075331951,0.0207799652472995,3.0824255,3.827815,4.32502675,4.26397,3.0903435,3.833675,4.340803,4.26924
IL,2020-03-09,69,9,421,34.9276,90.38545,268.032549999999,44.8031,7.89152561419547e-18,9.9076920357382e-06,0.00305108437058888,0.000947424999137851,9.03866934357738,23.7952382692274,66.1154205855654,12.5210102005071,23.4379672029774,61.3498249383415,174.082655523622,29.7820652611807,0.0312585203815616,0.0553102825552855,0.0978225820898196,0.0400779019842531,3.04682225,3.77727,4.2813735,3.98068,3.05706975,3.78388,4.3000005,3.98498
IL,2020-03-10,70,10,399,44.992035,117.275,339.643924999999,141.938,7.89152561419547e-18,0.00100755842431802,0.00436882591696962,7.89152561419547e-18,11.0015817773941,29.1698012464033,80.475903976232,37.9760730521683,29.3405521589991,76.1098977013643,212.407316990983,90.5229011678748,0.0454245526353316,0.0750924827615542,0.123844295938208,0.0660934999002906,3.00794775,3.71387,4.2376345,3.6369,3.025274,3.72896,4.2487555,3.64805
IL,2020-03-11,71,11,387,57.543535,148.604,424.719324999999,442.424,7.89152561419547e-18,0.00151713790780346,0.00604519054522629,0.00493258230210165,13.4534965416573,35.7665247954497,98.3786781710379,95.80706671914,36.4843991246404,93.7240985332732,259.348340700204,260.728903919965,0.0637807147054871,0.102741350276334,0.160394824074614,0.10891015584895,2.94929625,3.63274,4.18379675,2.95618,2.969918,3.645705,4.19463025,2.97859
IL,2020-03-12,72,12,97,72.239915,188.805,528.500274999999,307.831,0.000639142669392189,0.00193385386362386,0.00615238350510159,0.00184046160374267,16.5438455925159,43.3161895200382,118.790405104365,69.7535105648983,44.7707574941281,114.807098364158,316.61234798061,179.578767724071,0.0893890862252552,0.138989494880018,0.204815807451826,0.159730002499246,2.85507275,3.51792,4.1090835,3.44114,2.878575,3.536385,4.12027525,3.46377
IL,2020-03-13,73,13,102,89.936465,235.0125,657.228374999999,175.622,0.000894219149718103,0.00240450445125448,0.00711212934589275,0.00188420433022215,20.3724330544126,51.9504655250417,143.329853696639,35.8364437123915,55.1158491743215,140.641191191069,390.71458237928,99.0654776452413,0.12684404238349,0.187651009274831,0.265502408848736,0.211174857978186,2.69476325,3.371865,3.9930595,3.04804,2.71621375,3.391915,4.0077195,3.06044
IL,2020-03-14,74,14,213,111.461775,292.3345,811.528075,457.405,0.00123371179248823,0.0031202579329364,0.0077231794467425,0.00384440405210901,24.8536082540939,61.6005781647326,165.903838919442,90.6815208327201,67.2322904498099,170.379616315603,473.496232309468,250.81951520622,0.178290101320087,0.253831315956878,0.348072684265347,0.21708639981578,2.51740325,3.200725,3.87575975,2.94599,2.54230225,3.22552,3.89371,2.97105
IL,2020-03-15,75,15,89,137.556175,360.913,992.73285,715.926,0.00180133837906959,0.00417625454147435,0.00911583465391438,0.0018735586621686,29.8371954591215,71.2635934488027,187.328936385702,144.145028563772,81.2982404028592,203.085649647355,556.539486313767,392.653905070155,0.245049764355099,0.339179743779525,0.457741018437682,0.387570973422052,2.31425925,2.99831,3.6802785,2.87862,2.34189575,3.021715,3.7012535,2.92143
IL,2020-03-16,76,16,325,168.74535,438.711,1190.11275,352.266,0.00242838223488163,0.00555024412039911,0.0113297074666695,0.0073848265375592,34.989412729236,81.5226162048848,211.368358186246,63.2024394915301,97.2902395007,240.189235627618,645.518430224038,188.286277086774,0.335764488781841,0.44969385220956,0.592978665023756,0.473927149065632,2.04444625,2.753465,3.47102575,2.58664,2.069704,2.78154,3.50686725,2.60952
IL,2020-03-17,77,17,78,207.170325,525.1865,1435.00375,809.858,0.00351082926439696,0.00738061640864403,0.01447544121717,0.00800216480330649,39.5640216193079,90.2636645514484,241.931605567976,124.181836217541,115.636813367234,283.142809545684,748.522193455857,423.333789200463,0.454951403590692,0.590596647474739,0.76829879067894,0.496745495379078,1.7830715,2.493695,3.1836705,2.7428,1.80908575,2.51906,3.2231815,2.79812
IL,2020-03-18,78,18,461,251.376375,618.278,1697.789,490.999,0.00514445338992715,0.00991171671380143,0.0183312287949775,0.0124591406396918,44.1537901300847,98.3311711868405,266.120354761956,77.0089002993335,137.454652334499,322.853361012596,840.510215540449,273.224345577483,0.602721128241947,0.765903337807565,0.980977398591726,0.863869525934749,1.54867825,2.22669,2.90913,2.3335,1.57018875,2.25754,2.93896525,2.36393
IL,2020-03-19,79,19,371,300.0482,727.868,1960.854,843.688,0.00722974286805346,0.0128325676317555,0.0229538122421395,0.0127210603748269,47.6103493728328,106.225458835001,286.452594303534,118.196114039174,160.057185151211,367.25108411806,938.433592141177,430.760503955982,0.789854986114466,0.982131928789082,1.22562435975066,1.1069442979032,1.35989325,1.961455,2.61287975,1.65423,1.3893045,1.99275,2.66256425,1.68024
IL,2020-03-20,80,20,269,355.041775,825.819,2241.77325,532.818,0.00966003820603211,0.0167982565410291,0.0286624057426316,0.0150465351428181,50.3218321975981,109.88870502511,298.996272911368,66.0244490511664,179.287254767882,409.22847631765,1040.87545902045,251.972467098454,1.01080164405731,1.24051231468626,1.51138952325794,1.08820192456948,1.227191,1.72773,2.322291,1.55496,1.25236925,1.766655,2.36691525,1.57145
IL,2020-03-21,81,21,381,408.69695,935.557,2537.989,294.398,0.0129771739199915,0.0219026136811749,0.0359725646377107,0.0257528101130848,52.4033226952938,114.027021057195,296.943134692322,38.6530870346101,198.693187032866,447.448318596041,1153.24091935958,140.75877492272,1.27785738135032,1.54223690501941,1.82920138313191,1.47217988637939,1.14584075,1.53129,2.04304775,1.75614,1.17116775,1.56678,2.066996,1.76615
IL,2020-03-22,82,22,183,458.9842,1053.78,2852.36525,1159.86,0.0172690708778162,0.0280978953222272,0.0449142629145408,0.0334714324010732,53.6080429955568,115.540221093717,300.59405037366,122.947601611481,217.603413116394,483.684625911304,1253.74620585313,546.23483081082,1.5924206947052,1.88632320484956,2.1964232686052,1.72179673308201,1.100227,1.370765,1.80471175,1.4604,1.133742,1.40498,1.8269615,1.48819
IL,2020-03-23,83,23,61,507.4929,1167.415,3164.6145,1590.89,0.0230643448956547,0.0358648532046026,0.055570986995476,0.0368684974322159,53.6307942639026,115.216668543535,306.611752959578,156.523675642199,235.215996185552,510.548957407148,1338.18868653527,654.229569688524,1.94963513925899,2.26274503088388,2.60921200670369,2.20145155143842,1.0667905,1.2592,1.6312375,1.22675,1.10303425,1.296525,1.6627475,1.26418
IL,2020-03-24,84,24,3,569.033425,1277.825,3475.35325,1039.58,0.0307000450053706,0.0454957499794228,0.0682351632807944,0.03724989486515,53.7922607966132,115.42539939603,310.808663569348,87.6977349979928,245.984614208171,533.499881350912,1389.41139556817,426.765024537515,2.33339746513149,2.68118133928817,3.06984884019432,2.60452700523469,1.0465835,1.191605,1.48010675,1.15853,1.08238675,1.22157,1.50822975,1.18005
IL,2020-03-25,85,25,387,621.840775,1400.12,3781.69975,3864.74,0.0396982722530566,0.0572142709402224,0.0829718554263038,0.073299567599637,54.4356766087526,114.923498366967,308.781823859412,318.207619883519,256.7569017902,554.719009998642,1436.33125025993,1459.15886911597,2.72672353089584,3.12581356696879,3.55881960453829,3.14431524877127,1.028395,1.15255,1.36275925,1.07335,1.070006,1.183285,1.3885435,1.13096
IL,2020-03-26,86,26,148,674.426675,1509.11,4084.4175,1972.93,0.0507257145598884,0.0707439364871079,0.0997024026775631,0.0563482549193206,55.3115688739606,114.918368875318,305.61087076593,132.626557777292,266.334057275588,573.765601644783,1487.38054301746,642.492503642531,3.16042323356683,3.59460964608007,4.07507768615103,3.90222526028422,1.013692,1.129155,1.27974425,1.10452,1.05773625,1.159795,1.3144675,1.13787
IL,2020-03-27,87,27,39,727.78825,1617.14,4384.66975,1546.68,0.0642663453816148,0.0866974841263935,0.119417840577136,0.0774007145460783,56.3126128438841,115.45301973568,302.121632715613,115.502736347049,276.527402809746,595.35563199638,1514.58559113169,620.385972939485,3.61286136380872,4.07980431541765,4.58845970125367,3.6884675059725,1.0051355,1.10965,1.23663425,1.13511,1.04967125,1.14343,1.27277975,1.1669
IL,2020-03-28,88,28,211,781.97835,1736.085,4683.4745,1104.98,0.0794555494431306,0.104639262186548,0.141095447134236,0.0840755247410771,57.3800423001556,115.866930254144,298.733721854183,80.9481131401714,286.120104600594,605.119422062543,1530.8091867775,396.235079393877,4.07678403127696,4.5842148496258,5.13652990363421,4.43098115101216,0.99339605,1.094635,1.2156215,1.13124,1.04247375,1.13105,1.24540675,1.15739
IL,2020-03-29,89,29,439,838.304425,1853.26,4981.51125,1564.58,0.0968773351517513,0.124685315551727,0.162714616944163,0.153308668106975,58.5101482257365,116.57598383058,297.631492742835,108.503742279819,293.43846870943,614.68513483579,1541.25697482627,509.111516016522,4.54419968527018,5.09068112625644,5.71741800172209,5.4903079833593,0.985923925,1.08396,1.1978595,1.09591,1.036474,1.121095,1.233375,1.12526
IL,2020-03-30,90,30,194,898.427075,1971.345,5277.85025,987.39,0.115866141101583,0.146729503202421,0.187388872522742,0.148161815101397,59.7475986284844,117.140227911995,296.638837464639,65.5242052424825,301.062372961234,623.373309960739,1547.62168752226,306.880124016903,5.01509491019483,5.61586215588115,6.31691569822522,5.80455642484218,0.97493055,1.07167,1.1797835,1.11684,1.02823875,1.11217,1.217847,1.13384
IL,2020-03-31,91,31,483,959.68265,2083.19,5570.4105,2863.71,0.135362569436547,0.169309525442318,0.212743535439776,0.152891206401984,60.519415481011,117.50994588702,295.870459344399,145.870905215596,308.731574570064,630.187247752316,1551.01149234984,805.424887236018,5.51962381728719,6.15161388406607,6.91738109305679,6.29820291811256,0.9648128,1.061775,1.16559275,1.0228,1.02149925,1.103565,1.20481075,1.07836
IL,2020-04-01,92,32,478,1022.371,2203.34,5881.83075,3445.87,0.155630473315556,0.191842593104811,0.238077502830888,0.197793987146757,61.4118207635667,117.902549286326,295.300612279798,165.389804669747,316.105889595505,638.174655402724,1552.15596085204,903.816428593807,6.03189174626125,6.69757724639576,7.52031337879536,6.1907124477216,0.9564076,1.05252,1.15423975,0.980831,1.01571675,1.09569,1.19496775,1.04617
IL,2020-04-02,93,33,92,1088.20375,2325,6198.57475,2103.54,0.175276722264306,0.214948980103175,0.261121507319272,0.209890906760757,62.2721864521287,118.393007603248,295.44313323239,114.460265813414,322.439253205991,646.785888152934,1551.49031066648,606.722585491067,6.55273223951001,7.26081121253212,8.13164106405859,6.91315005159874,0.948338325,1.043585,1.14265625,1.08505,1.01055675,1.088455,1.1849685,1.13503
IL,2020-04-03,94,34,121,1155.164,2433.82,6513.69375,2562.56,0.195315574612362,0.238658674234745,0.288979164872989,0.256682918737567,63.1426986697492,119.132048977018,296.00349073744,115.928089577654,328.254183041254,657.581889769434,1549.29824213899,677.014771594391,7.08908135618393,7.83587062980135,8.76002351990294,8.56049024051082,0.940187175,1.03435,1.13083525,0.977652,1.00562975,1.08116,1.17296925,1.01463
IL,2020-04-04,95,35,388,1223.36875,2548,6827.10725,2391.19,0.215825393209074,0.262274459211506,0.315272603677088,0.259027490997545,64.1811070405745,119.477697798919,295.694537509644,99.7449380006236,333.801432327682,664.527616038768,1545.75218510426,553.990622184452,7.66281835104836,8.42432196603787,9.38318178579069,8.8136503822142,0.93218555,1.025425,1.1188025,0.98078,0.999787575,1.073985,1.164611,1.01988
IL,2020-04-05,96,36,65,1290.82,2673.895,7139.27575,3849.7,0.235343917815758,0.285574188587418,0.341078208096532,0.303474141561817,65.1502574097282,119.831632722716,294.2698606617,174.8919906618,339.076345065165,669.534394464695,1540.95847786991,907.430747325108,8.21439357453045,9.01796198036573,10.0099346415957,8.48686230653037,0.923903275,1.01636,1.10631775,0.977534,0.99319825,1.06613,1.1564125,1.03941
IL,2020-04-06,97,37,174,1357.89125,2801.915,7450.1475,2082.21,0.254189117728226,0.309416460349306,0.366437270539096,0.31595064355786,66.0544605230771,120.172546629249,292.640359266438,94.4631399070426,344.418868448347,675.838539701595,1538.2739781441,475.374454863275,8.79645080213807,9.64076118183803,10.6741998644078,9.78470260904096,0.916542875,1.006345,1.0945645,1.00167,0.986048375,1.05797,1.1481925,1.04909
IL,2020-04-07,98,38,423,1425.7925,2930.685,7735.704,2258.99,0.273451996362638,0.331750661566321,0.393157226573829,0.331875742247306,66.9848792845164,120.476764941677,290.799384713531,91.5369622092989,349.781653323544,681.188204915458,1540.86989549489,523.726621454012,9.36923548714901,10.2570893323067,11.3585904504175,10.1242749562198,0.9076462,0.995547,1.082696,1.01334,0.979101375,1.05004,1.139111,1.0574
IL,2020-04-08,99,39,378,1491.949,3062.075,8018.67,3897.78,0.29235681675112,0.353568757008168,0.42058688723586,0.349631674879246,67.9515122569992,120.992870716845,288.741906155398,127.001478319493,354.828362869078,684.085183968429,1549.11358043962,897.440075897537,9.94969073505694,10.8818614151826,12.0462579924385,10.6631872404132,0.8987692,0.985788,1.06972725,0.894838,0.9724478,1.04163,1.12674525,0.947472
IL,2020-04-09,100,40,467,1558.416,3192.165,8298.886,1524.91,0.311083190016652,0.374773286333511,0.444818290125784,0.390446645355865,68.4721102831235,120.969590716283,286.466720134383,70.1862029143246,359.016671715928,688.069220674755,1555.83459551709,409.21190411386,10.5275575625634,11.496966379181,12.6869019062059,11.3783172915716,0.890275875,0.975559,1.05575475,1.05782,0.965452525,1.033145,1.116041,1.10193
IL,2020-04-10,101,41,303,1626.40925,3314.495,8576.1805,3363.94,0.330314048785885,0.395849183791343,0.469983063207727,0.414542629666249,68.8664596824718,121.060737837127,283.973787192859,129.276605154066,362.529584343087,689.798648513106,1560.93390208084,709.698314078142,11.0916339490591,12.1208309366112,13.3389865592325,12.2955493137095,0.88132365,0.9654625,1.041106,0.945475,0.957807575,1.02497,1.10724725,1.01841
