date,numDate,location,iso_code,population,Cases_14,meannew_casesCumul,Deaths_14,Tests_14,new_cases,new_deaths,new_tests,PositivePct_14,TestsPer1000_14,Cases_14_pop,Cases_pop,TestsPer1000,PositivePct,CumulPosPct
2020-03-05,65,Slovenia,SVN,2078932,2,2,,37.9166666666667,2,,103,5.27472527472528,0.0182385314510848,0.0962032428189089,0.0962032428189089,0.0495446700517381,1.94174757281553,9.62032428189089e-05
2020-03-06,66,Belgium,BEL,11589616,7.71428571428571,14.2857142857143,,588.333333333333,59,,1119,1.3112100364225,0.0507638331876857,0.0665620475629712,0.509076400805687,0.0965519478816209,0.689391037916507,0.000123263051042539
2020-03-06,66,Canada,CAN,37742157,2.85714285714286,18,,115.6,12,,296,2.47157686604053,0.00306288800610946,0.00757016313917315,0.0317946851845272,0.00784268901218338,0.965250965250965,4.76920277767908e-05
2020-03-06,66,Denmark,DNK,5792203,2.66666666666667,10.9130952380952,,66.8333333333333,13,,127,3.99002493765586,0.011538499830433,0.0460389020665655,0.224439647574507,0.0219260271092018,2.0997375328084,0.000188410096091163
2020-03-06,66,Hungary,HUN,9660350,0,0,,,0,,39,,,0,0,0.00403712080825229,0,0
2020-03-06,66,Iceland,ISL,341250,0,0,,,9,,57,,,0,2.63736263736264,0.167032967032967,0,0
2020-03-06,66,Luxembourg,LUX,625976,0,0,,,1,,6,,,0,0.159750533566782,0.00958503201400693,0,0
2020-03-06,66,Portugal,PRT,10196707,0,0,,,5,,81,,,0,0.0490354385979709,0.00794374105287128,0,0
2020-03-06,66,Russia,RUS,145934460,0.785714285714286,1.28571428571429,,4637,9,,4322,0.016944453002249,0.0317745376931535,0.000538402160609828,0.00616715202153076,0.0296160344856177,0.018179414292325,8.81021717361537e-07
2020-03-06,66,Slovenia,SVN,2078932,3.5,5.5,,56.3846153846154,5,,278,6.20736698499318,0.0271219142254847,0.168355674933091,0.240508107047272,0.133722507518283,1.2589928057554,0.000264558917752
2020-03-07,67,Belgium,BEL,11589616,12,26.2857142857143,,572.142857142857,60,,475,2.09737827715356,0.0493668519425369,0.103540962875733,0.517704814378664,0.0409849644716443,2.52631578947368,0.000226804013918272
2020-03-07,67,Canada,CAN,37742157,3.21428571428571,21.2142857142857,,158.333333333333,5,,372,2.03007518796992,0.00419513207295845,0.00851643353156979,0.013247785493553,0.00985635240720344,0.864055299539171,5.62084613083606e-05
2020-03-07,67,Denmark,DNK,5792203,2.4,13.3130952380952,,75.75,0,,108,3.16831683168317,0.0130779256182838,0.0414350118599089,0,0.018645755336959,2.22222222222222,0.000229845107951072
2020-03-07,67,Hungary,HUN,9660350,0,0,,,2,,50,,,0,0.020703183632063,0.00517579590801576,0,0
2020-03-07,67,Iceland,ISL,341250,0,0,,,7,,58,,,0,2.05128205128205,0.16996336996337,0,0
2020-03-07,67,Luxembourg,LUX,625976,0,0,,,0,,6,,,0,0,0.00958503201400693,0,0
2020-03-07,67,Portugal,PRT,10196707,3.33333333333333,3.33333333333333,,64.3333333333333,7,,79,5.18134715025907,0.00630922643293892,0.0326902923986473,0.0686496140371593,0.0077475992984794,4.21940928270042,3.26902923986473e-05
2020-03-07,67,Russia,RUS,145934460,0.785714285714286,2.07142857142857,,4515.33333333333,0,,4272,0.0174010250785683,0.0309408301050577,0.000538402160609828,0,0.029273414928866,0.0183921883360086,1.41942387797137e-06
2020-03-07,67,Slovenia,SVN,2078932,2.33333333333333,7.83333333333333,,65,0,,177,3.58974358974359,0.0312660539161454,0.11223711662206,0,0.0851398698947344,1.31826741996234,0.00037679603437406
2020-03-08,68,Belgium,BEL,11589616,14.2142857142857,40.5,,561,31,,483,2.53374076903489,0.0484054001444051,0.122646735787326,0.26748082076231,0.0416752375574825,2.94291629695356,0.000349450749705599
2020-03-08,68,Canada,CAN,37742157,3.92857142857143,25.1428571428571,,268.857142857143,10,,932,1.46121147715197,0.00712352351396193,0.0104089743163631,0.026495570987106,0.0246938721599828,0.421520539546291,6.66174356247237e-05
2020-03-08,68,Denmark,DNK,5792203,3.36363636363636,16.6767316017316,,87.5384615384615,13,,229,3.84246684773926,0.0151131549668514,0.0580717969248723,0.224439647574507,0.0395359071496631,1.46883684001588,0.000287916904875945
2020-03-08,68,Hungary,HUN,9660350,0,0,,,3,,43,,,0,0.0310547754480945,0.00445118448089355,0,0
2020-03-08,68,Iceland,ISL,341250,0,0,,,0,,37,,,0,0,0.108424908424908,0,0
2020-03-08,68,Portugal,PRT,10196707,4.28571428571429,7.61904761904762,,67.1428571428571,10,,84,6.38297872340426,0.00658475889744181,0.0420303759411179,0.0980708771959418,0.00823795368445911,5.10204081632653,7.47206683397652e-05
2020-03-08,68,Russia,RUS,145934460,1.07142857142857,3.14285714285714,,4194.25,4,,3231,0.0255451766448965,0.0287406415181171,0.000734184764467948,0.00274095645401367,0.0221400757572954,0.033160896670646,2.15360864243931e-06
2020-03-08,68,Slovenia,SVN,2078932,4,11.8333333333333,,81.4285714285714,9,,238,4.91228070175439,0.0391684631476986,0.192406485637818,0.43291459268509,0.114481858954502,1.68067226890756,0.000569202520011878
2020-03-09,69,Belgium,BEL,11589616,17,57.5,,566.444444444444,39,,610,3.00117693213025,0.0488751693278228,0.146683030740622,0.336508129346132,0.0526333227951642,2.78688524590164,0.00049613378044622
2020-03-09,69,Canada,CAN,37742157,4.78571428571429,29.9285714285714,1,339.25,13,1,832,1.41067480787451,0.00898862245737571,0.012680023258115,0.0344442422832378,0.0220443150612722,0.575206043956044,7.92974588828387e-05
2020-03-09,69,Denmark,DNK,5792203,7.66666666666667,24.3433982683983,,122.5,55,,577,6.25850340136055,0.0211491206368285,0.132361843441376,0.949552355122913,0.099616674346531,1.32871172732525,0.00042027874831732
2020-03-09,69,Iceland,ISL,341250,0,0,,,8,,98,,,0,2.34432234432234,0.287179487179487,0,0
2020-03-09,69,Portugal,PRT,10196707,3.75,11.3690476190476,,80.625,0,,175,4.65116279069768,0.00790696447392281,0.0367765789484782,0,0.0171624035092898,2.14285714285714,0.000111497247288243
2020-03-09,69,Slovenia,SVN,2078932,3.2,15.0333333333333,,106.357142857143,0,,367,3.00873069173942,0.0511595101990555,0.153925188510254,0,0.176532950572698,0.871934604904632,0.000723127708522132
2020-03-10,70,Belgium,BEL,11589616,19,76.5,,590.2,28,,804,3.21924771263978,0.0509248969077146,0.163939857886577,0.241595580043377,0.069372445126741,2.36318407960199,0.000660073638332797
2020-03-10,70,Denmark,DNK,5792203,20.3076923076923,44.6510905760906,,179.357142857143,172,,806,11.3224887418436,0.0309652722560212,0.350603946506922,2.96950918329347,0.139152581496194,2.51956480244321,0.000770882694824242
2020-03-10,70,Hungary,HUN,9660350,0,0,,,0,,169,,,0,0,0.0174941901690933,0,0
2020-03-10,70,Iceland,ISL,341250,0,0,,,11,,169,,,0,3.22344322344322,0.495238095238095,0,0
2020-03-10,70,Luxembourg,LUX,625976,0.454545454545455,1.08787878787879,,4.9,2,,21,9.27643784786642,0.00782777614477232,0.0726138788939919,0.319501067133564,0.0335476120490242,2.16450216450217,0.000173789216819621
2020-03-10,70,Portugal,PRT,10196707,4.55555555555556,15.9246031746032,,105.666666666667,11,,306,4.31125131440589,0.0103628226903712,0.0446767329448179,0.107877964915536,0.0300096884219582,1.48874364560639,0.000156173980233061
2020-03-10,70,Slovenia,SVN,2078932,5.16666666666667,20.2,,143.571428571429,15,,542,3.59867330016584,0.0690601850235739,0.248525043948848,0.721524321141817,0.260710788039243,0.953259532595326,0.00097165275247098
2020-03-11,71,Belgium,BEL,11589616,22.3571428571429,98.8571428571429,3,637.272727272727,47,3,1108,3.50825351538618,0.0549865264968854,0.192906674881574,0.405535437929954,0.0956028223885934,2.01779267663744,0.000852980313214371
2020-03-11,71,Denmark,DNK,5792203,31.7142857142857,76.3653762903763,,240.214285714286,180,,882,13.2024977698484,0.0414720074062124,0.547534085291654,3.10762588949317,0.152273668585165,3.59572400388727,0.0013184167801159
2020-03-11,71,Hungary,HUN,9660350,0,0,,,4,,78,,,0,0.041406367264126,0.00807424161650458,0,0
2020-03-11,71,Iceland,ISL,341250,6.53846153846154,6.53846153846154,,63.8571428571429,16,,149,10.2392015143693,0.18712715855573,1.91603268526345,4.68864468864469,0.436630036630037,4.38822922044399,0.00191603268526345
2020-03-11,71,Luxembourg,LUX,625976,0.583333333333333,1.67121212121212,,8.1,2,,34,7.20164609053498,0.0129397932189094,0.0931878112472896,0.319501067133564,0.0543151814127059,1.7156862745098,0.00026697702806691
2020-03-11,71,Portugal,PRT,10196707,5.9,21.8246031746032,,153.1,18,,580,3.8536903984324,0.0150146512986987,0.0578618175456057,0.176527578952695,0.0568811087736462,1.01724137931034,0.000214035797778667
2020-03-11,71,Russia,RUS,145934460,1.28571428571429,6.78571428571429,,4627.8,0,,6362,0.027782408179141,0.0317114956947112,0.000881021717361537,0,0.0435949124010874,0.020209278304217,4.64983684163034e-06
2020-03-11,71,Slovenia,SVN,2078932,8.14285714285714,28.3428571428571,,194.142857142857,26,,749,4.19426048565121,0.0933858621363552,0.391684631476986,1.25064215664582,0.360281144356814,1.08716383749762,0.00136333738394797
2020-03-12,72,Belgium,BEL,11589616,22.3571428571429,121.214285714286,1.5,704,0,0,1438,3.17573051948052,0.0607440315537633,0.192906674881574,0,0.12407658717942,1.55473872441884,0.00104588698809594
2020-03-12,72,Canada,CAN,37742157,7.42857142857143,49.1428571428572,0.25,741.666666666667,9,0,1893,1.0016051364366,0.019650881815437,0.0196824241618502,0.0238460138883954,0.0501561158785917,0.392423213342389,0.000130206805993778
2020-03-12,72,Denmark,DNK,5792203,44,120.365376290376,,280.714285714286,173,,676,15.6743002544529,0.048464165657572,0.75964188409833,2.98677377156843,0.116708616738743,6.50887573964497,0.00207805866421423
2020-03-12,72,Hungary,HUN,9660350,0,0,,,0,,121,,,0,0,0.0125254260973981,0,0
2020-03-12,72,Iceland,ISL,341250,7.35714285714286,13.8956043956044,,80.2857142857143,18,,253,9.16370106761566,0.23526949241235,2.15593929879644,5.27472527472528,0.741391941391941,2.90796160361378,0.0040719719840599
2020-03-12,72,Luxembourg,LUX,625976,1.46153846153846,3.13275058275058,,25.1,12,,171,5.82286239656758,0.0400973839252623,0.233481549059143,1.91700640280139,0.273173412399197,0.854700854700855,0.000500458577126053
2020-03-12,72,Portugal,PRT,10196707,5.36363636363636,27.1882395382395,,224.454545454545,0,,938,2.38963142972864,0.0220124541633437,0.052601652314187,0,0.0919904828097934,0.571816243458035,0.000266637450092854
2020-03-12,72,Slovenia,SVN,2078932,11.125,39.4678571428571,,265.714285714286,32,,1045,4.18682795698925,0.127812879745122,0.535130538180181,1.53925188510254,0.502661943728799,1.06459330143541,0.00189846792212815
2020-03-13,73,Belgium,BEL,11589616,39.8571428571429,161.071428571429,1,844,245,0,2524,4.72241029113067,0.0728238105559321,0.343903912408684,2.11396132537955,0.217781158581958,1.57912610369029,0.00138979090050463
2020-03-13,73,Canada,CAN,37742157,12.7857142857143,61.9285714285714,0.2,1085.71428571429,76,0,3150,1.17763157894737,0.028766619928858,0.0338764800477998,0.201366339502006,0.0834610486093839,0.405895691609977,0.000164083286041578
2020-03-13,73,Denmark,DNK,5792203,57.3571428571429,177.722519147519,,327,187,,710,17.5404106596767,0.0564552036591259,0.990247456056752,3.2284780074179,0.122578576752231,8.0784708249497,0.00306830612027098
2020-03-13,73,Greece,GRC,10423056,13.2857142857143,59.4499805749806,0.333333333333333,520,91,0,520,2.55494505494506,0.0498893990399745,0.127464673371363,0.873064483199553,0.0498893990399745,2.55494505494505,0.000570369962273834
2020-03-13,73,Hungary,HUN,9660350,0,0,,,6,,128,,,0,0.0621095508961891,0.0132500375245203,0,0
2020-03-13,73,Iceland,ISL,341250,9.5,23.3956043956044,,104.857142857143,31,,357,9.05994550408719,0.30727367870225,2.78388278388278,9.08424908424908,1.04615384615385,2.66106442577031,0.00685585476794268
2020-03-13,73,Luxembourg,LUX,625976,2.42857142857143,5.56132201132201,,43,15,,183,5.64784053156146,0.0686927294337163,0.387965581519328,2.39625800350173,0.292343476427211,1.32708821233411,0.000888424158645381
2020-03-13,73,Portugal,PRT,10196707,9.33333333333333,36.5215728715729,,335,53,,1551,2.78606965174129,0.0328537438606405,0.0915328187162123,0.519775649138492,0.152107930530906,0.601762303889964,0.000358170268809066
2020-03-13,73,Slovenia,SVN,2078932,15.6666666666667,55.1345238095238,,348.714285714286,52,,1197,4.49269425099003,0.167737225514969,0.75359206874812,2.50128431329163,0.57577640827117,1.3088276246171,0.00265205999087627
2020-03-14,74,Belgium,BEL,11589616,49.1428571428572,210.214285714286,1,938.785714285714,130,1,2171,5.23472570950316,0.0810023139926046,0.424024895586335,1.12169376448711,0.187322858669347,2.26360465881424,0.00181381579609096
2020-03-14,74,Canada,CAN,37742157,12.7142857142857,74.6428571428571,0.166666666666667,1365,5,0,3320,0.931449502878074,0.0361664543973997,0.0336872259693205,0.013247785493553,0.087965295677192,0.382960413080895,0.000197770512010898
2020-03-14,74,Denmark,DNK,5792203,59.5,237.222519147519,1,363.357142857143,32,1,583,16.3750737173187,0.0627321146819514,1.02724300236024,0.552466824798786,0.100652549643029,10.2058319039451,0.00409554912263122
2020-03-14,74,Greece,GRC,10423056,16,75.4499805749806,0.75,610,38,2,700,2.62295081967213,0.05852410271997,0.153505843199921,0.364576377599813,0.0671588063999656,2.28571428571429,0.000723875805473755
2020-03-14,74,Hungary,HUN,9660350,0,0,,,11,,156,,,0,0.113867509976347,0.0161484832330092,0,0
2020-03-14,74,Iceland,ISL,341250,11.0714285714286,34.467032967033,,125.642857142857,22,,323,8.81182490051165,0.368184196755625,3.2443746729461,6.44688644688645,0.946520146520147,3.42768686421937,0.0101002294408888
2020-03-14,74,Luxembourg,LUX,625976,3.57142857142857,9.13275058275058,1,52.1,17,1,92,6.85494927337538,0.0832300279882935,0.570537619881365,2.7157590706353,0.14697049088144,3.88198757763975,0.00145896177852675
2020-03-14,74,Portugal,PRT,10196707,13,49.5215728715729,,405.615384615385,57,,1253,3.20500663758771,0.0397790565734001,0.127492140354724,0.559004000016868,0.122882809126515,1.03750997605746,0.000485662409163791
2020-03-14,74,Russia,RUS,145934460,4.07142857142857,15.7857142857143,,5528.33333333333,14,,10031,0.0736465825401611,0.0378823023248473,0.0027899021049782,0.00959334758904785,0.0687363354755279,0.0405884614836863,1.08169888631611e-05
2020-03-14,74,Slovenia,SVN,2078932,18.1,73.2345238095238,1,413,40,1,916,4.38256658595642,0.198659696421047,0.870639347511126,1.92406485637818,0.440610852110603,1.97598253275109,0.00352269933838739
2020-03-15,75,Belgium,BEL,11589616,63.1428571428572,273.357142857143,0.8,1023.57142857143,197,0,1269,6.168876482903,0.0883179760719793,0.544822685608023,1.69979747387661,0.109494568241088,4.97579646515817,0.00235863848169899
2020-03-15,75,Canada,CAN,37742157,16.2857142857143,90.9285714285714,0.142857142857143,1867.875,54,0,4148,0.87188459001348,0.0494904146575406,0.0431499298932869,0.143076083330372,0.109903628454516,0.39261606281857,0.000240920441904185
2020-03-15,75,Denmark,DNK,5792203,62.2142857142857,299.436804861805,1,411.714285714286,39,1,726,15.1110340041638,0.0710807762977723,1.074104027678,0.67331894272352,0.125340910876224,8.56946084218811,0.00516965315030922
2020-03-15,75,Greece,GRC,10423056,23.1428571428571,98.5928377178377,0.8,606.666666666667,103,1,600,3.81475667189953,0.0582042988799702,0.222035237485601,0.988193865599494,0.0575646911999705,3.85714285714286,0.000945911042959356
2020-03-15,75,Hungary,HUN,9660350,0,0,,,2,1,222,,,0,0.020703183632063,0.02298053383159,0,0
2020-03-15,75,Iceland,ISL,341250,12,46.467032967033,,200.857142857143,15,,1075,5.97439544807966,0.588592360020932,3.51648351648352,4.3956043956044,3.15018315018315,1.11627906976744,0.0136167129573723
2020-03-15,75,Luxembourg,LUX,625976,4.14285714285714,13.2756077256077,0.5,49,8,0,18,8.45481049562682,0.0782777614477232,0.661823639062383,1.27800426853426,0.0287550960420208,23.015873015873,0.00212078541758913
2020-03-15,75,Portugal,PRT,10196707,17.5,67.0215728715729,,444.571428571429,76,,951,3.93637532133676,0.043599509976253,0.171624035092898,0.745338666689158,0.0932654042133406,1.84016824395373,0.000657286444256689
2020-03-15,75,Russia,RUS,145934460,4.35714285714286,20.1428571428571,,5460.85714285714,4,,5056,0.0797886255428243,0.0374199290754024,0.00298568470883632,0.00274095645401367,0.0346456895787328,0.0861776672694394,1.38026735719974e-05
2020-03-15,75,Slovenia,SVN,2078932,19.9090909090909,93.1436147186147,0.5,453.928571428572,38,0,590,4.38595236392247,0.218347002897917,0.957659553515503,1.82786161355927,0.283799566315781,3.37442218798151,0.0044803588919029
2020-03-16,76,Belgium,BEL,11589616,75,348.357142857143,0.833333333333333,1136.07142857143,172,1,1892,6.60169757937755,0.0980249413415793,0.647131017973331,1.48408713455217,0.163249584800739,3.96405919661734,0.00300576949967232
2020-03-16,76,Canada,CAN,37742157,27.7142857142857,118.642857142857,0.5,2162.44444444444,163,3,4519,1.28161839188455,0.0572952002834508,0.0734305824499795,0.431877807089828,0.119733485290732,0.613283596244428,0.000314351024354165
2020-03-16,76,Denmark,DNK,5792203,66.3571428571429,365.793947718948,1,478.571428571429,58,1,1016,13.865671641791,0.0826233867444612,1.14562875053141,1.0013461199478,0.175408216873614,6.53121484814398,0.00631528190084063
2020-03-16,76,Greece,GRC,10423056,23.1428571428571,121.735694860695,0.666666666666667,535,0,0,320,4.32576769025367,0.0513285163199737,0.222035237485601,0,0.0307011686399843,7.23214285714286,0.00116794628044496
2020-03-16,76,Hungary,HUN,9660350,3,3,0.5,124,7,0,234,2.41935483870968,0.0128359738518791,0.0310547754480945,0.0724611427122206,0.0242227248495137,1.28205128205128,3.10547754480945e-05
2020-03-16,76,Iceland,ISL,341250,12.4285714285714,58.8956043956044,,319.357142857143,9,,1707,3.89174681279356,0.935845107273679,3.64207221350079,2.63736263736264,5.0021978021978,0.728094401205122,0.0172587851708731
2020-03-16,76,Luxembourg,LUX,625976,5.42857142857143,18.7041791541792,0.333333333333333,74.75,18,0,358,7.26230291447683,0.11941352384117,0.867217182219674,2.87550960420208,0.57190691016908,1.51636073423783,0.0029880025998088
2020-03-16,76,Portugal,PRT,10196707,23.5,90.5215728715729,,561.571428571429,86,,1683,4.18468583057746,0.0550738026081782,0.230466561410463,0.8434095438851,0.16505328632077,1.39631610219846,0.000887753005667152
2020-03-16,76,Russia,RUS,145934460,6.21428571428571,26.3571428571429,,5543.5,27,,6122,0.11210040072672,0.037986230257062,0.0042582716339141,0.0185014560645923,0.0419503385286792,0.101507443879218,1.80609452059115e-05
2020-03-16,76,Slovenia,SVN,2078932,21.0833333333333,114.226948051948,0.333333333333333,512.285714285714,34,0,871,4.11554192229039,0.246417734820434,1.01414251804933,1.63545512792145,0.418965122476348,2.42058936088787,0.00549450140995223
2020-03-17,77,Belgium,BEL,11589616,87.8571428571429,436.214285714286,1.42857142857143,1258.71428571429,185,5,2255,6.9799114742935,0.108607074273581,0.758067763911616,1.59625651100088,0.194570726070648,3.8961038961039,0.00376383726358393
2020-03-17,77,Canada,CAN,37742157,32,150.642857142857,0.666666666666667,2449.3,63,2,5031,1.30649573347487,0.0648956020187188,0.0847858271587392,0.166922097218768,0.13329921763613,0.636056450009938,0.000399136851512904
2020-03-17,77,Denmark,DNK,5792203,72.7857142857143,438.579662004662,1,541.785714285714,92,1,948,13.4344100197759,0.0935370729039908,1.25661538944188,1.58834212129651,0.16366829684664,7.67781796262809,0.00757189729028251
2020-03-17,77,Hungary,HUN,9660350,3.57142857142857,6.57142857142857,0.333333333333333,123.363636363636,11,0,117,2.89504158332456,0.0127701000857771,0.0369699707715411,0.113867509976347,0.0121113624247569,3.05250305250305,6.80247462196356e-05
2020-03-17,77,Iceland,ISL,341250,14.9285714285714,73.8241758241758,,416.142857142857,40,,1400,3.5873669756265,1.21946624803768,4.37467294610152,11.7216117216117,4.1025641025641,1.06632653061224,0.0216334581169746
2020-03-17,77,Luxembourg,LUX,625976,9.92857142857143,28.6327505827506,0.25,122.75,63,0,578,8.08844922897876,0.196093779953225,1.58609458327019,10.0642836147073,0.923358084016001,1.71774592189817,0.004574097183079
2020-03-17,77,Portugal,PRT,10196707,31.8571428571429,122.378715728716,1,721.785714285714,117,1,2304,4.41365660564077,0.0707861581474994,0.312425794495643,1.14742926319252,0.22595530105945,1.38268849206349,0.0012001788001628
2020-03-17,77,Russia,RUS,145934460,7.92857142857143,34.2857142857143,,5682.33333333333,24,,6793,0.139530206404143,0.0389375705596425,0.00543296725706281,0.016445738724082,0.0465482929802872,0.116716788290467,2.34939124629743e-05
2020-03-17,77,Slovenia,SVN,2078932,21.1538461538462,135.380794205794,0.25,588.928571428571,22,0,1121,3.59192051126557,0.28328419180068,1.01753429904615,1.058235671008,0.539219175999985,1.88705139641803,0.00651203570899838
2020-03-18,78,Belgium,BEL,11589616,104.5,540.714285714286,1.75,1402.5,243,4,2714,7.45098039215686,0.121013500361013,0.901669218376174,2.09670449823359,0.234175144370616,3.85040530582167,0.00466550648196011
2020-03-18,78,Canada,CAN,37742157,44.5714285714286,195.214285714286,1.1,2889,179,5,7286,1.54279780448005,0.0765457045817493,0.118094544971101,0.474270720669198,0.193046730212054,0.611740716050351,0.000517231396484005
2020-03-18,78,Denmark,DNK,5792203,78.9285714285714,517.508233433234,0.8,623.071428571429,91,0,1226,12.6676602086438,0.107570716801781,1.36266928884522,1.57107753302155,0.211663852251035,6.4378932649732,0.00893456657912772
2020-03-18,78,Hungary,HUN,9660350,4,10.5714285714286,0.25,131.083333333333,8,0,216,3.05149396058487,0.0135692116055146,0.041406367264126,0.0828127345282521,0.0223594383226281,1.85185185185185,0.000109431113483762
2020-03-18,78,Iceland,ISL,341250,16,89.8241758241758,,540.928571428572,30,,1828,2.95787666710683,1.58513867085296,4.68864468864469,8.79120879120879,5.35677655677656,0.87527352297593,0.0263221028056193
2020-03-18,78,Luxembourg,LUX,625976,14.4285714285714,43.061322011322,0.4,196,63,1,880,7.36151603498542,0.313111045790893,2.30497198432071,10.0642836147073,1.40580469538768,1.63961038961039,0.00687906916739971
2020-03-18,78,Portugal,PRT,10196707,31.6428571428571,154.021572871573,1,895,0,1,2465,3.53551476456504,0.0877734350903679,0.310324275698587,0,0.241744712287997,1.28368588814836,0.00151050307586138
2020-03-18,78,Russia,RUS,145934460,10.2857142857143,44.5714285714286,,6138.8,33,,10247,0.167552523061743,0.0420654586997478,0.0070481737388923,0.0226128907456128,0.0702164519606952,0.10037781092724,3.05420862018666e-05
2020-03-18,78,Slovenia,SVN,2078932,19.6428571428571,155.023651348651,0.2,658.571428571429,0,0,1026,2.9826464208243,0.316783535282264,0.944853277685713,0,0.493522635661003,1.91450849345586,0.00745688898668409
2020-03-19,79,Belgium,BEL,11589616,124.642857142857,665.357142857143,2.33333333333333,1589.78571428571,309,7,3395,7.84023003998742,0.13717328635269,1.07547012034615,2.66617979405012,0.292934640802594,3.67136545339785,0.00574097660230626
2020-03-19,79,Canada,CAN,37742157,54.5,249.714285714286,1,3365.58333333333,143,0,8608,1.61933295367321,0.0891730521213542,0.144400861879728,0.378886665115616,0.228073875057009,0.633131970260223,0.000661632258363733
